T04,Proportion of seats held by women in national parliament,,,,,,,
Region/Country/Area,,Year,Series,Last Election Date,Last Election Date footnote,Value,Footnotes,Source
360,Indonesia,2015,"Seats held by women in national parliament, as of February (%)",2019-04,,17.1171,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
360,Indonesia,2016,"Seats held by women in national parliament, as of February (%)",2019-04,,17.1171,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
360,Indonesia,2017,"Seats held by women in national parliament, as of February (%)",2019-04,,19.8214,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
360,Indonesia,2018,"Seats held by women in national parliament, as of February (%)",2019-04,,19.8214,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
360,Indonesia,2019,"Seats held by women in national parliament, as of February (%)",2019-04,,18.2143,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
360,Indonesia,2020,"Seats held by women in national parliament, as of February (%)",2019-04,,20.35,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
364,Iran (Islamic Republic of),2000,"Seats held by women in national parliament, as of February (%)",2016-04,,4.8872,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
364,Iran (Islamic Republic of),2005,"Seats held by women in national parliament, as of February (%)",2016-04,,4.1379,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
364,Iran (Islamic Republic of),2010,"Seats held by women in national parliament, as of February (%)",2016-04,,2.7586,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
364,Iran (Islamic Republic of),2015,"Seats held by women in national parliament, as of February (%)",2016-04,,3.1034,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
364,Iran (Islamic Republic of),2016,"Seats held by women in national parliament, as of February (%)",2016-04,,3.1034,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
364,Iran (Islamic Republic of),2017,"Seats held by women in national parliament, as of February (%)",2016-04,,5.8824,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
364,Iran (Islamic Republic of),2018,"Seats held by women in national parliament, as of February (%)",2016-04,,5.8824,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
364,Iran (Islamic Republic of),2019,"Seats held by women in national parliament, as of February (%)",2016-04,,5.8824,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
364,Iran (Islamic Republic of),2020,"Seats held by women in national parliament, as of February (%)",2016-04,,5.88,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
368,Iraq,2000,"Seats held by women in national parliament, as of February (%)",2018-05,,6.4,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
368,Iraq,2010,"Seats held by women in national parliament, as of February (%)",2018-05,,25.4545,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
368,Iraq,2015,"Seats held by women in national parliament, as of February (%)",2018-05,,26.5244,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
368,Iraq,2016,"Seats held by women in national parliament, as of February (%)",2018-05,,26.5244,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
368,Iraq,2017,"Seats held by women in national parliament, as of February (%)",2018-05,,25.3049,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
368,Iraq,2018,"Seats held by women in national parliament, as of February (%)",2018-05,,25.3049,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
368,Iraq,2019,"Seats held by women in national parliament, as of February (%)",2018-05,,25.228,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
368,Iraq,2020,"Seats held by women in national parliament, as of February (%)",2018-05,,26.44,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
372,Ireland,2000,"Seats held by women in national parliament, as of February (%)",2016-02,,12.0482,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
372,Ireland,2005,"Seats held by women in national parliament, as of February (%)",2016-02,,13.253,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
372,Ireland,2010,"Seats held by women in national parliament, as of February (%)",2016-02,,13.9394,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
372,Ireland,2015,"Seats held by women in national parliament, as of February (%)",2016-02,,16.2651,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
372,Ireland,2016,"Seats held by women in national parliament, as of February (%)",2016-02,,16.2651,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
372,Ireland,2017,"Seats held by women in national parliament, as of February (%)",2016-02,,22.1519,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
372,Ireland,2018,"Seats held by women in national parliament, as of February (%)",2016-02,,22.1519,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
372,Ireland,2019,"Seats held by women in national parliament, as of February (%)",2016-02,,22.1519,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
372,Ireland,2020,"Seats held by women in national parliament, as of February (%)",2016-02,,20.89,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
376,Israel,2000,"Seats held by women in national parliament, as of February (%)",2019-09,,11.6667,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
376,Israel,2005,"Seats held by women in national parliament, as of February (%)",2019-09,,15,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
376,Israel,2010,"Seats held by women in national parliament, as of February (%)",2019-09,,19.1667,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
376,Israel,2015,"Seats held by women in national parliament, as of February (%)",2019-09,,22.5,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
376,Israel,2016,"Seats held by women in national parliament, as of February (%)",2019-09,,26.6667,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
376,Israel,2017,"Seats held by women in national parliament, as of February (%)",2019-09,,27.5,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
376,Israel,2018,"Seats held by women in national parliament, as of February (%)",2019-09,,27.5,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
376,Israel,2019,"Seats held by women in national parliament, as of February (%)",2019-09,,29.1667,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
376,Israel,2020,"Seats held by women in national parliament, as of February (%)",2019-09,,23.33,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
380,Italy,2000,"Seats held by women in national parliament, as of February (%)",2018-03,,11.1111,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
380,Italy,2005,"Seats held by women in national parliament, as of February (%)",2018-03,,11.526,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
380,Italy,2010,"Seats held by women in national parliament, as of February (%)",2018-03,,21.2698,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
380,Italy,2015,"Seats held by women in national parliament, as of February (%)",2018-03,,30.9524,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
380,Italy,2016,"Seats held by women in national parliament, as of February (%)",2018-03,,30.9524,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
380,Italy,2017,"Seats held by women in national parliament, as of February (%)",2018-03,,30.9524,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
380,Italy,2018,"Seats held by women in national parliament, as of February (%)",2018-03,,30.9524,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
380,Italy,2019,"Seats held by women in national parliament, as of February (%)",2018-03,,35.7143,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
380,Italy,2020,"Seats held by women in national parliament, as of February (%)",2018-03,,35.71,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
